,DVC Code,Company Name,Business Nature,business Sector,Business Industry,Listed,Legal status,User Key,User Name,Firm Key,Firm Name,Service Category,Service Name,Document Date,Document,Reference Law,DVC Date,Day,Month,Year
25009,2210031729AS146598,BANGLADESH MONOSPOOL PAPER MANUFACTURING COMPANY LTD.,Paper,Other Manufacturing,Paper,Y,Public Limited Company,1729,Mohan Adhikari FCA,F-0112,Pinaki & Company,Audit,Statutory Audit,9/28/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994",2022-10-03,03,October,2022
25010,2210220407AS201321,JMI SYRINGES AND MEDICAL DEVICES LIMITED,Pharmaceuticals,Medicine & Healthcare,Pharmaceuticals,Y,Public Limited Company,407,AKM Aminul Hoque FCA,F-0004,A Hoque & Co.,Audit,Statutory Audit,10/22/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994",2022-10-22,22,October,2022
25011,2210300178AS608482,GOLDEN HARVEST AGRO INDUSTRIES LIMITED,Others,Food & Allied,Others,Y,Public Limited Company,178,Chitta Ranjan Mazumder FCA,F-0090,MABS & J Partners,Audit,Statutory Audit,10/30/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994",2022-10-30,30,October,2022
25012,2211060165AS626996,MEGHNA PET INDUSTRIES LIMITED,Edible Oil,Food & Allied,Edible Oil,Y,Public Limited Company,165,Quazi Shafiqul Islam FCA,F-0067,Islam Quazi Shafique & Co.,Audit,Statutory Audit,10/27/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994",2022-11-06,06,November,2022
25013,2211170595AS658759,PACIFIC DENIMS LIMITED,Denims,Textiles,Denims,Y,Public Limited Company,595,Md Shafiqul Islam FCA,F-0127,Shafiq Basak & Co.,Audit,Statutory Audit,11/17/2022,Auditors Report and Financial Statements ,"Bangladesh Securities and Exchange Commission Act, 1993",2022-11-17,17,November,2022
25015,2210190970AS589325,AMAN FEED LIMITED,Others,Food & Allied,Others,Y,Public Limited Company,970,Mohammad  Showket Akber FCA,F-0047,G Kibria & Co.,Audit,Statutory Audit,10/19/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994",2022-10-19,19,October,2022
25016,2211080939AS941462,OLYMPIC ACCESSORIES LTD.,Others,Other Manufacturing,Others,Y,Public Limited Company,939,Md. Selim Reza  FCA,F-0025,ARTISAN,Audit,Statutory Audit,10/27/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994",2022-11-08,08,November,2022
25017,2211081184AS329422,USMANIA GLASS SHEET FACTORY LIMITED,Glass,Glass & Ceramics,Glass,Y,Public Limited Company,1184,Arafat  Kamal FCA,F-0115,Rahman Mostafa Alam & Co.,Audit,Statutory Audit,11/8/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994",2022-11-08,08,November,2022
25018,2211190760AS976161,ATLAS BANGLADESH LIMITED,Others,Other Manufacturing,Others,Y,Public Limited Company,760,Ghulum Murshed Latiful Quader FCA,F-0073,Kazi Zahir Khan & Co.,Audit,Statutory Audit,11/19/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994",2022-11-19,19,November,2022
25019,2211020240AS448774,COPPERTECH INDUSTRIES LIMITED,Others,Metal Industries,Others,Y,Public Limited Company,240,Md Nurul Hossain Khan FCA,F-0073,Kazi Zahir Khan & Co.,Audit,Statutory Audit,10/27/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994",2022-11-02,02,November,2022
25020,2211130728AS790500,ORION INFUSION LTD,Infusion,Medicine & Healthcare,Infusion,Y,Public Limited Company,728,Md Moktar Hossain FCA,F-0121,S F Ahmed & Co.,Audit,Statutory Audit,11/13/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994",2022-11-13,13,November,2022
25022,2210260845AS272170,ADVANCED CHEMICAL INDUSTRIES LIMITED,Others,Other Manufacturing,Others,Y,Public Limited Company,845,Kazi Md. Mahboob Kasem FCA,F-0011,A Wahab & Co.,Audit,Statutory Audit,10/26/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994",2022-10-26,26,October,2022
25023,2210270240AS926920,GBB POWER LIMITED,Others,Other Manufacturing,Others,Y,Public Limited Company,240,Md Nurul Hossain Khan FCA,F-0073,Kazi Zahir Khan & Co.,Audit,Statutory Audit,10/27/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994",2022-10-27,27,October,2022
25024,2211091032AS988649,GOLDEN SON LIMITED,Others,Other Manufacturing,Others,Y,Public Limited Company,1032,Fouzia  Haque FCA,F-0044,FAMES & R,Audit,Statutory Audit,11/9/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994",2022-11-09,09,November,2022
25025,2211010240AS929903,ALIF MANUFACTURING COMPANY LIMITED,Spinning,Textiles,Spinning,Y,Public Limited Company,240,Md Nurul Hossain Khan FCA,F-0073,Kazi Zahir Khan & Co.,Audit,Statutory Audit,10/31/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994",2022-11-01,01,November,2022
25026,2211010643AO661617,MARICO BANGLADESH LIMITED,Cosmetics,Chemical,Cosmetics,Y,Public Limited Company,643,Akhtar  Sanjida Kasem FCA,F-0010,A Qasem & Co.,Audit,Other Audit,10/31/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994",2022-11-01,01,November,2022
25027,2210300527AS985673,OLYMPIC INDUSTRIES LIMITED,Others,Food & Allied,Others,Y,Public Limited Company,527,Kamrul  Abedin FCA,F-0083,M J Abedin & Co.,Audit,Statutory Audit,10/27/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994",2022-10-30,30,October,2022
25028,2211210178AS519643,RAHIMA FOOD CORPORATION LIMITED,Others,Food & Allied,Others,Y,Public Limited Company,178,Chitta Ranjan Mazumder FCA,F-0090,MABS & J Partners,Audit,Statutory Audit,11/21/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994",2022-11-21,21,November,2022
25029,2211060458AS256816,ARGON DENIMS LIMITED,Denims,Textiles,Denims,Y,Public Limited Company,458,AKM Mohitul Haq FCA,F-0017,Ahmed Zaker & Co.,Audit,Statutory Audit,10/26/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994",2022-11-06,06,November,2022
25030,2211101046AS297317,DRAGON SWEATER AND SPINNING LTD.,Garments,Textiles,Garments,Y,Public Limited Company,1046,Md. Mohiuddin Ahmed FCA,F-0027,Ashraf Uddin & Co.,Audit,Statutory Audit,11/10/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994",2022-11-10,10,November,2022
25031,2211061546AS272439,BENGAL WINDSOR THERMOPLASTICS LIMITED,Others,Textiles,Others,Y,Public Limited Company,1546,Abu  Nasser FCA,F-0067,Islam Quazi Shafique & Co.,Audit,Statutory Audit,11/6/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994",2022-11-06,06,November,2022
25032,2211070137AS992221,GPH ISPAT LIMITED,Others,Metal Industries,Others,Y,Public Limited Company,137,Showkat  Hossain FCA,F-0055,Hoda Vasi Chowdhury & Co.,Audit,Statutory Audit,11/7/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994",2022-11-07,07,November,2022
25033,2210271257AS199044,BANGLADESH STEEL RE-ROLLING MILLS LIMITED,Others,Metal Industries,Others,Y,Public Limited Company,1257,Md. Johirul Islam FCA,F-0010,A Qasem & Co.,Audit,Statutory Audit,10/27/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994",2022-10-27,27,October,2022
25035,2210300331AS173137,CVO PETROCHEMICAL REFINERY LIMITED,Others,Other Manufacturing,Others,Y,Public Limited Company,331,Md Amirul Islam FCA,F-0072,K M Hasan & Co.,Audit,Statutory Audit,10/29/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994",2022-10-30,30,October,2022
25037,2210260461AS943007,NATIONAL POLYMER INDUSTRIES LIMITED,Polymers,Chemical,Polymers,Y,Public Limited Company,461,Md Shirazul Islam Khan FCA,F-0133,Shiraz Khan Basak & Co.,Audit,Statutory Audit,10/26/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994",2022-10-26,26,October,2022
25038,2210270521AS239644,MJL BANGLADESH LIMITED,Others,Other Manufacturing,Others,Y,Public Limited Company,521,Muhammad  Farooq FCA,F-0058,Howladar Yunus & Co.,Audit,Statutory Audit,10/24/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994",2022-10-27,27,October,2022
25039,2211090240AS692994,THE DACCA DYEING AND MANUFACTURING COMPANY LIMITED,Washing & Dyeing,Textiles,Washing & Dyeing,Y,Public Limited Company,240,Md Nurul Hossain Khan FCA,F-0073,Kazi Zahir Khan & Co.,Audit,Statutory Audit,11/3/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994",2022-11-09,09,November,2022
25040,2210311000AO294873,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED ,Others,Other Manufacturing,Others,Y,Public Limited Company,1000,Muhammad Mehedi Hasan FCA,F-0118,Rahman Rahman Huq,Audit,Other Audit,10/31/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994",2022-10-31,31,October,2022
25042,2211020240AS201353,SAFKO SPINNING MILLS LIMITED,Spinning,Textiles,Spinning,Y,Public Limited Company,240,Md Nurul Hossain Khan FCA,F-0073,Kazi Zahir Khan & Co.,Audit,Statutory Audit,10/27/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994",2022-11-02,02,November,2022
25043,2211021635AS939692,SQUARE TEXTILES LIMITED,Spinning,Textiles,Spinning,Y,Public Limited Company,1635,Md.Farhad Husain Suman FCA,F-0072,K M Hasan & Co.,Audit,Statutory Audit,10/24/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994",2022-11-02,02,November,2022
25044,2211061204AS550169,H.R. TEXTILE MILLS LIMITED,Garments,Textiles,Garments,Y,Public Limited Company,1204,Mohammad Mofizul Haque Rinku FCA,F-0115,Rahman Mostafa Alam & Co.,Audit,Statutory Audit,11/6/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994",2022-11-06,06,November,2022
25045,2211140199AS672382,FU-WANG FOODS LIMITED,Bakery,Food & Allied,Bakery,Y,Public Limited Company,199,Jagadish Chandra Biswas FCA,F-0090,MABS & J Partners,Audit,Statutory Audit,11/13/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994",2022-11-14,14,November,2022
25047,2210300105AS614323,BBS CABLES LTD.,Others,Other Manufacturing,Others,Y,Public Limited Company,105,Howlader Mahfel Huq FCA,F-0091,Mahfel Huq & Co.,Audit,Statutory Audit,10/30/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994",2022-10-30,30,October,2022
25048,2211090939AS780834,LUB-REFF(BANGLADESH) LIMITED,Others,Chemical,Others,Y,Public Limited Company,939,Md. Selim Reza  FCA,F-0025,ARTISAN,Audit,Statutory Audit,10/30/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994",2022-11-09,09,November,2022
25049,2211090461AS182629,STYLECRAFT LIMITED,Garments,Textiles,Garments,Y,Public Limited Company,461,Md Shirazul Islam Khan FCA,F-0133,Shiraz Khan Basak & Co.,Audit,Statutory Audit,11/9/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994",2022-11-09,09,November,2022
25050,2211031439AS272950,CENTRAL PHARMACEUTICALS LIMITED,Pharmaceuticals,Medicine & Healthcare,Pharmaceuticals,Y,Public Limited Company,1439,Md. Abdur Rahman FCA,F-0067,Islam Quazi Shafique & Co.,Audit,Statutory Audit,11/3/2022,Auditors Report and Financial Statements ,"Bangladesh Securities and Exchange Commission Act, 1993",2022-11-03,03,November,2022
25052,2210171090AS678299,APEX SPINNING & KNITTING MILLS LIMITED,Garments,Textiles,Garments,Y,Public Limited Company,1090,AKM Fazlul Haque FCA,F-0061,Hussain Farhad & Co.,Audit,Statutory Audit,10/17/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994",2022-10-17,17,October,2022
25054,2211090196AS834330,MONNO AGRO & GENERAL MACHINERY LIMITED,Others,Other Manufacturing,Others,Y,Public Limited Company,196,Md Showkat Hossain FCA,F-0011,A Wahab & Co.,Audit,Statutory Audit,11/7/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994",2022-11-09,09,November,2022
25056,2210300564AS295927,BEXIMCO PHARMACEUTICALS LIMITED,Pharmaceuticals,Medicine & Healthcare,Pharmaceuticals,Y,Public Limited Company,564,Mahmood Hasan FCA,F-0083,M J Abedin & Co.,Audit,Statutory Audit,10/27/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994",2022-10-30,30,October,2022
25057,2211010695AS643143,SINOBANGLA INDUSTRIES LTD.,Plastic,Other Manufacturing,Plastic,Y,Public Limited Company,695,Abu  Sharf Manjurul Hoque FCA,F-0044,FAMES & R,Audit,Statutory Audit,11/1/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994",2022-11-01,01,November,2022
25058,2210300240AS247185,FAR CHEMICAL INDUSTRIES LIMITED,Others,Chemical,Others,Y,Public Limited Company,240,Md Nurul Hossain Khan FCA,F-0073,Kazi Zahir Khan & Co.,Audit,Statutory Audit,10/27/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994",2022-10-30,30,October,2022
25059,2211170596AS290416,SALVO CHEMICAL INDUSTRY LIMITED,Inorganic Chemicals,Chemical,Inorganic Chemicals,Y,Public Limited Company,596,Md Iqbal Hossain FCA,F-0142,Zoha Zaman Kabir Rashid & Co.,Audit,Statutory Audit,11/7/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994",2022-11-17,17,November,2022
25060,2211210695AS760675,SONALI AANSH INDUSTRIES LIMITED,Jute Fashion Items,Jute,Jute Fashion Items,Y,Public Limited Company,695,Abu  Sharf Manjurul Hoque FCA,F-0044,FAMES & R,Audit,Statutory Audit,11/21/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994",2022-11-21,21,November,2022
25063,2210300151AS778226,SIMTEX INDUSTRIES LIMITED,Spinning,Textiles,Spinning,Y,Public Limited Company,151,Pinaki  Das FCA,F-0112,Pinaki & Company,Audit,Statutory Audit,10/30/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994",2022-10-30,30,October,2022
25064,2210300240AS122973,M. L. DYEING LIMITED,Washing & Dyeing,Textiles,Washing & Dyeing,Y,Public Limited Company,240,Md Nurul Hossain Khan FCA,F-0073,Kazi Zahir Khan & Co.,Audit,Statutory Audit,10/27/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994",2022-10-30,30,October,2022
25065,2211030247AS180481,SAVAR REFRACTORIES LIMITED,Bricks,Glass & Ceramics,Bricks,Y,Public Limited Company,247,Md  Waliullah FCA,F-0094,Malek Siddiqui Wali,Audit,Statutory Audit,10/30/2022,Auditors Report and Financial Statements ,"The Bank Company Act, 1991",2022-11-03,03,November,2022
25066,2210301244AS776742,DESH GARMENTS LIMITED,Garments,Textiles,Garments,Y,Public Limited Company,1244,Muhammad Shajedul Hoque Talukder FCA,F-0090,MABS & J Partners,Audit,Statutory Audit,10/30/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994",2022-10-30,30,October,2022
25067,2211090770AS631715,HAMID FABRICS LIMITED,Weaving,Textiles,Weaving,Y,Public Limited Company,770,Sabbir  Ahmed FCA,F-0055,Hoda Vasi Chowdhury & Co.,Audit,Statutory Audit,10/27/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994",2022-11-09,09,November,2022
25068,2210181885AS638299,MOSTAFA METAL INDUSTRIES LTD.,Plastic,Other Manufacturing,Plastic,Y,Public Limited Company,1885,Md. Tanjilur Rahman FCA,F-0077,Khan Wahab Shafique Rahman & Co.,Audit,Statutory Audit,10/18/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994",2022-10-18,18,October,2022
25069,2211060165AS917031,MEGHNA CONDENSED MILK INDUSTRIES LIMITED,Others,Food & Allied,Others,Y,Public Limited Company,165,Quazi Shafiqul Islam FCA,F-0067,Islam Quazi Shafique & Co.,Audit,Statutory Audit,10/27/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994",2022-11-06,06,November,2022
25070,2211091204AO446409,H.R. TEXTILE MILLS LIMITED,Garments,Textiles,Garments,Y,Public Limited Company,1204,Mohammad Mofizul Haque Rinku FCA,F-0115,Rahman Mostafa Alam & Co.,Audit,Other Audit,11/9/2022,Auditors Report and Financial Statements ,Others,2022-11-09,09,November,2022
25071,2211130718AS574513,KOHINOOR CHEMICAL COMPANY (BANGLADESH) LIMITED ,Cosmetics,Chemical,Cosmetics,Y,Public Limited Company,718,Swadesh Ranjan Saha FCA,F-0094,Malek Siddiqui Wali,Audit,Statutory Audit,11/10/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994",2022-11-13,13,November,2022
25072,2211150779AS385134,CONFIDENCE CEMENT LIMITED,Cements,Cements,Cements,Y,Public Limited Company,779,Sarwar  Uddin FCA,F-0061,Hussain Farhad & Co.,Audit,Statutory Audit,11/15/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994",2022-11-15,15,November,2022
25073,2210201090AS992813,MATIN SPINNING MILLS LIMITED,Spinning,Textiles,Spinning,Y,Public Limited Company,1090,AKM Fazlul Haque FCA,F-0061,Hussain Farhad & Co.,Audit,Statutory Audit,10/20/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994",2022-10-20,20,October,2022
25076,2211140247AS241141,ORION PHARMA LIMITED,Pharmaceuticals,Medicine & Healthcare,Pharmaceuticals,Y,Public Limited Company,247,Md  Waliullah FCA,F-0094,Malek Siddiqui Wali,Audit,Statutory Audit,11/13/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994",2022-11-14,14,November,2022
25077,2211150196AS126945,MONNO CERAMIC INDUSTRIES LIMITED,Ceramics,Glass & Ceramics,Ceramics,Y,Public Limited Company,196,Md Showkat Hossain FCA,F-0011,A Wahab & Co.,Audit,Statutory Audit,11/9/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994",2022-11-15,15,November,2022
25079,2210200199AS332922,METRO SPINNING LIMITED,Spinning,Textiles,Spinning,Y,Public Limited Company,199,Jagadish Chandra Biswas FCA,F-0090,MABS & J Partners,Audit,Statutory Audit,10/20/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994",2022-10-20,20,October,2022
25083,2210230603AS934066,BANGLADESH LAMPS LIMITED,Others,Other Manufacturing,Others,Y,Public Limited Company,603,Md Shafiqul Alam FCA,F-0017,Ahmed Zaker & Co.,Audit,Statutory Audit,10/19/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994",2022-10-23,23,October,2022
25084,2210260199AR725654,SONALI PAPER & BOARD MILLS LIMITED,Paper,Other Manufacturing,Paper,Y,Public Limited Company,199,Jagadish Chandra Biswas FCA,F-0090,MABS & J Partners,Audit,Review of Quarterly Financial Statement,10/26/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994",2022-10-26,26,October,2022
25085,2210270264AS621963,BEACON PHARMACEUTICALS LIMITED,Pharmaceuticals,Medicine & Healthcare,Pharmaceuticals,Y,Public Limited Company,264,Md  Waliuzzaman FCA,F-0139,Toha Khan Zaman & Co.,Audit,Statutory Audit,10/26/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994",2022-10-27,27,October,2022
25086,2210270471AS779571,RANGPUR FOUNDRY LIMITED ,Others,Other Manufacturing,Others,Y,Public Limited Company,471,Md Enamul Haque Choudhury FCA,F-0121,S F Ahmed & Co.,Audit,Statutory Audit,10/27/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994",2022-10-27,27,October,2022
25087,2210040137AS452643,KDS ACCESSORIES LIMITED,Others,Other Manufacturing,Others,Y,Public Limited Company,137,Showkat  Hossain FCA,F-0055,Hoda Vasi Chowdhury & Co.,Audit,Statutory Audit,10/4/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994",2022-10-04,04,October,2022
25088,2211101885AS882420,NATIONAL TUBES LTD.,Others,Metal Industries,Others,Y,Public Limited Company,1885,Md. Tanjilur Rahman FCA,F-0077,Khan Wahab Shafique Rahman & Co.,Audit,Statutory Audit,11/10/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994",2022-11-10,10,November,2022
25092,2211121032AS221186,BD THAI FOOD & BEVERAGE LIMITED,Others,Food & Allied,Others,Y,Public Limited Company,1032,Fouzia  Haque FCA,F-0044,FAMES & R,Audit,Statutory Audit,11/12/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994",2022-11-12,12,November,2022
25093,2210250566AS807923,S. C. I LTD. EMPLOYEES PROVIDENT FUND,Ceramics,Glass & Ceramics,Ceramics,Y,Public Limited Company,566,Md Abul Kashem Mojumder FCA,F-0081,M Ahmed & Co.,Audit,Statutory Audit,10/19/2022,Auditors Report and Financial Statements ,Others,2022-10-25,25,October,2022
