DVC Code,Company Name,Business Nature,business Sector,Business Industry,Listed,Legal status,User Key,User Name,Firm Key,Firm Name,Service Category,Service Name,Document Date,Document,Reference Law
2211130728AS790500,ORION INFUSION LTD,Infusion,Medicine & Healthcare,Infusion,Y,Public Limited Company,728,Md Moktar Hossain FCA,F-0121,S F Ahmed & Co.,Audit,Statutory Audit,11/13/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2210260845AS272170,ADVANCED CHEMICAL INDUSTRIES LIMITED,Others,Other Manufacturing,Others,Y,Public Limited Company,845,Kazi Md. Mahboob Kasem FCA,F-0011,A Wahab & Co.,Audit,Statutory Audit,10/26/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2210270240AS926920,GBB POWER LIMITED,Others,Other Manufacturing,Others,Y,Public Limited Company,240,Md Nurul Hossain Khan FCA,F-0073,Kazi Zahir Khan & Co.,Audit,Statutory Audit,10/27/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2211091032AS988649,GOLDEN SON LIMITED,Others,Other Manufacturing,Others,Y,Public Limited Company,1032,Fouzia  Haque FCA,F-0044,FAMES & R,Audit,Statutory Audit,11/9/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2211010240AS929903,ALIF MANUFACTURING COMPANY LIMITED,Spinning,Textiles,Spinning,Y,Public Limited Company,240,Md Nurul Hossain Khan FCA,F-0073,Kazi Zahir Khan & Co.,Audit,Statutory Audit,10/31/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2211010643AO661617,MARICO BANGLADESH LIMITED,Cosmetics,Chemical,Cosmetics,Y,Public Limited Company,643,Akhtar  Sanjida Kasem FCA,F-0010,A Qasem & Co.,Audit,Other Audit,10/31/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2210300527AS985673,OLYMPIC INDUSTRIES LIMITED,Others,Food & Allied,Others,Y,Public Limited Company,527,Kamrul  Abedin FCA,F-0083,M J Abedin & Co.,Audit,Statutory Audit,10/27/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2211210178AS519643,RAHIMA FOOD CORPORATION LIMITED,Others,Food & Allied,Others,Y,Public Limited Company,178,Chitta Ranjan Mazumder FCA,F-0090,MABS & J Partners,Audit,Statutory Audit,11/21/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2211060458AS256816,ARGON DENIMS LIMITED,Denims,Textiles,Denims,Y,Public Limited Company,458,AKM Mohitul Haq FCA,F-0017,Ahmed Zaker & Co.,Audit,Statutory Audit,10/26/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2211101046AS297317,DRAGON SWEATER AND SPINNING LTD.,Garments,Textiles,Garments,Y,Public Limited Company,1046,Md. Mohiuddin Ahmed FCA,F-0027,Ashraf Uddin & Co.,Audit,Statutory Audit,11/10/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2211061546AS272439,BENGAL WINDSOR THERMOPLASTICS LIMITED,Others,Textiles,Others,Y,Public Limited Company,1546,Abu  Nasser FCA,F-0067,Islam Quazi Shafique & Co.,Audit,Statutory Audit,11/6/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2211070137AS992221,GPH ISPAT LIMITED,Others,Metal Industries,Others,Y,Public Limited Company,137,Showkat  Hossain FCA,F-0055,Hoda Vasi Chowdhury & Co.,Audit,Statutory Audit,11/7/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2210271257AS199044,BANGLADESH STEEL RE-ROLLING MILLS LIMITED,Others,Metal Industries,Others,Y,Public Limited Company,1257,Md. Johirul Islam FCA,F-0010,A Qasem & Co.,Audit,Statutory Audit,10/27/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2210300331AS173137,CVO PETROCHEMICAL REFINERY LIMITED,Others,Other Manufacturing,Others,Y,Public Limited Company,331,Md Amirul Islam FCA,F-0072,K M Hasan & Co.,Audit,Statutory Audit,10/29/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2210260461AS943007,NATIONAL POLYMER INDUSTRIES LIMITED,Polymers,Chemical,Polymers,Y,Public Limited Company,461,Md Shirazul Islam Khan FCA,F-0133,Shiraz Khan Basak & Co.,Audit,Statutory Audit,10/26/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2210270521AS239644,MJL BANGLADESH LIMITED,Others,Other Manufacturing,Others,Y,Public Limited Company,521,Muhammad  Farooq FCA,F-0058,Howladar Yunus & Co.,Audit,Statutory Audit,10/24/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2211090240AS692994,THE DACCA DYEING AND MANUFACTURING COMPANY LIMITED,Washing & Dyeing,Textiles,Washing & Dyeing,Y,Public Limited Company,240,Md Nurul Hossain Khan FCA,F-0073,Kazi Zahir Khan & Co.,Audit,Statutory Audit,11/3/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2210311000AO294873,BRITISH AMERICAN TOBACCO BANGLADESH COMPANY LIMITED ,Others,Other Manufacturing,Others,Y,Public Limited Company,1000,Muhammad Mehedi Hasan FCA,F-0118,Rahman Rahman Huq,Audit,Other Audit,10/31/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2211020240AS201353,SAFKO SPINNING MILLS LIMITED,Spinning,Textiles,Spinning,Y,Public Limited Company,240,Md Nurul Hossain Khan FCA,F-0073,Kazi Zahir Khan & Co.,Audit,Statutory Audit,10/27/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2211021635AS939692,SQUARE TEXTILES LIMITED,Spinning,Textiles,Spinning,Y,Public Limited Company,1635,Md.Farhad Husain Suman FCA,F-0072,K M Hasan & Co.,Audit,Statutory Audit,10/24/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2211061204AS550169,H.R. TEXTILE MILLS LIMITED,Garments,Textiles,Garments,Y,Public Limited Company,1204,Mohammad Mofizul Haque Rinku FCA,F-0115,Rahman Mostafa Alam & Co.,Audit,Statutory Audit,11/6/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2211140199AS672382,FU-WANG FOODS LIMITED,Bakery,Food & Allied,Bakery,Y,Public Limited Company,199,Jagadish Chandra Biswas FCA,F-0090,MABS & J Partners,Audit,Statutory Audit,11/13/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2210300105AS614323,BBS CABLES LTD.,Others,Other Manufacturing,Others,Y,Public Limited Company,105,Howlader Mahfel Huq FCA,F-0091,Mahfel Huq & Co.,Audit,Statutory Audit,10/30/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2211090939AS780834,LUB-REFF(BANGLADESH) LIMITED,Others,Chemical,Others,Y,Public Limited Company,939,Md. Selim Reza  FCA,F-0025,ARTISAN,Audit,Statutory Audit,10/30/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2211090461AS182629,STYLECRAFT LIMITED,Garments,Textiles,Garments,Y,Public Limited Company,461,Md Shirazul Islam Khan FCA,F-0133,Shiraz Khan Basak & Co.,Audit,Statutory Audit,11/9/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2211031439AS272950,CENTRAL PHARMACEUTICALS LIMITED,Pharmaceuticals,Medicine & Healthcare,Pharmaceuticals,Y,Public Limited Company,1439,Md. Abdur Rahman FCA,F-0067,Islam Quazi Shafique & Co.,Audit,Statutory Audit,11/3/2022,Auditors Report and Financial Statements ,"Bangladesh Securities and Exchange Commission Act, 1993"
2210171090AS678299,APEX SPINNING & KNITTING MILLS LIMITED,Garments,Textiles,Garments,Y,Public Limited Company,1090,AKM Fazlul Haque FCA,F-0061,Hussain Farhad & Co.,Audit,Statutory Audit,10/17/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2211090196AS834330,MONNO AGRO & GENERAL MACHINERY LIMITED,Others,Other Manufacturing,Others,Y,Public Limited Company,196,Md Showkat Hossain FCA,F-0011,A Wahab & Co.,Audit,Statutory Audit,11/7/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2210300564AS295927,BEXIMCO PHARMACEUTICALS LIMITED,Pharmaceuticals,Medicine & Healthcare,Pharmaceuticals,Y,Public Limited Company,564,Mahmood Hasan FCA,F-0083,M J Abedin & Co.,Audit,Statutory Audit,10/27/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2211010695AS643143,SINOBANGLA INDUSTRIES LTD.,Plastic,Other Manufacturing,Plastic,Y,Public Limited Company,695,Abu  Sharf Manjurul Hoque FCA,F-0044,FAMES & R,Audit,Statutory Audit,11/1/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2210300240AS247185,FAR CHEMICAL INDUSTRIES LIMITED,Others,Chemical,Others,Y,Public Limited Company,240,Md Nurul Hossain Khan FCA,F-0073,Kazi Zahir Khan & Co.,Audit,Statutory Audit,10/27/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2211170596AS290416,SALVO CHEMICAL INDUSTRY LIMITED,Inorganic Chemicals,Chemical,Inorganic Chemicals,Y,Public Limited Company,596,Md Iqbal Hossain FCA,F-0142,Zoha Zaman Kabir Rashid & Co.,Audit,Statutory Audit,11/7/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2211210695AS760675,SONALI AANSH INDUSTRIES LIMITED,Jute Fashion Items,Jute,Jute Fashion Items,Y,Public Limited Company,695,Abu  Sharf Manjurul Hoque FCA,F-0044,FAMES & R,Audit,Statutory Audit,11/21/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2210300151AS778226,SIMTEX INDUSTRIES LIMITED,Spinning,Textiles,Spinning,Y,Public Limited Company,151,Pinaki  Das FCA,F-0112,Pinaki & Company,Audit,Statutory Audit,10/30/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2210300240AS122973,M. L. DYEING LIMITED,Washing & Dyeing,Textiles,Washing & Dyeing,Y,Public Limited Company,240,Md Nurul Hossain Khan FCA,F-0073,Kazi Zahir Khan & Co.,Audit,Statutory Audit,10/27/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2211030247AS180481,SAVAR REFRACTORIES LIMITED,Bricks,Glass & Ceramics,Bricks,Y,Public Limited Company,247,Md  Waliullah FCA,F-0094,Malek Siddiqui Wali,Audit,Statutory Audit,10/30/2022,Auditors Report and Financial Statements ,"The Bank Company Act, 1991"
2210301244AS776742,DESH GARMENTS LIMITED,Garments,Textiles,Garments,Y,Public Limited Company,1244,Muhammad Shajedul Hoque Talukder FCA,F-0090,MABS & J Partners,Audit,Statutory Audit,10/30/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2211090770AS631715,HAMID FABRICS LIMITED,Weaving,Textiles,Weaving,Y,Public Limited Company,770,Sabbir  Ahmed FCA,F-0055,Hoda Vasi Chowdhury & Co.,Audit,Statutory Audit,10/27/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2210181885AS638299,MOSTAFA METAL INDUSTRIES LTD.,Plastic,Other Manufacturing,Plastic,Y,Public Limited Company,1885,Md. Tanjilur Rahman FCA,F-0077,Khan Wahab Shafique Rahman & Co.,Audit,Statutory Audit,10/18/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2211060165AS917031,MEGHNA CONDENSED MILK INDUSTRIES LIMITED,Others,Food & Allied,Others,Y,Public Limited Company,165,Quazi Shafiqul Islam FCA,F-0067,Islam Quazi Shafique & Co.,Audit,Statutory Audit,10/27/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2211091204AO446409,H.R. TEXTILE MILLS LIMITED,Garments,Textiles,Garments,Y,Public Limited Company,1204,Mohammad Mofizul Haque Rinku FCA,F-0115,Rahman Mostafa Alam & Co.,Audit,Other Audit,11/9/2022,Auditors Report and Financial Statements ,Others
2211130718AS574513,KOHINOOR CHEMICAL COMPANY (BANGLADESH) LIMITED ,Cosmetics,Chemical,Cosmetics,Y,Public Limited Company,718,Swadesh Ranjan Saha FCA,F-0094,Malek Siddiqui Wali,Audit,Statutory Audit,11/10/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2211150779AS385134,CONFIDENCE CEMENT LIMITED,Cements,Cements,Cements,Y,Public Limited Company,779,Sarwar  Uddin FCA,F-0061,Hussain Farhad & Co.,Audit,Statutory Audit,11/15/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2210201090AS992813,MATIN SPINNING MILLS LIMITED,Spinning,Textiles,Spinning,Y,Public Limited Company,1090,AKM Fazlul Haque FCA,F-0061,Hussain Farhad & Co.,Audit,Statutory Audit,10/20/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2211140247AS241141,ORION PHARMA LIMITED,Pharmaceuticals,Medicine & Healthcare,Pharmaceuticals,Y,Public Limited Company,247,Md  Waliullah FCA,F-0094,Malek Siddiqui Wali,Audit,Statutory Audit,11/13/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2211150196AS126945,MONNO CERAMIC INDUSTRIES LIMITED,Ceramics,Glass & Ceramics,Ceramics,Y,Public Limited Company,196,Md Showkat Hossain FCA,F-0011,A Wahab & Co.,Audit,Statutory Audit,11/9/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2210200199AS332922,METRO SPINNING LIMITED,Spinning,Textiles,Spinning,Y,Public Limited Company,199,Jagadish Chandra Biswas FCA,F-0090,MABS & J Partners,Audit,Statutory Audit,10/20/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2210230603AS934066,BANGLADESH LAMPS LIMITED,Others,Other Manufacturing,Others,Y,Public Limited Company,603,Md Shafiqul Alam FCA,F-0017,Ahmed Zaker & Co.,Audit,Statutory Audit,10/19/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2210260199AR725654,SONALI PAPER & BOARD MILLS LIMITED,Paper,Other Manufacturing,Paper,Y,Public Limited Company,199,Jagadish Chandra Biswas FCA,F-0090,MABS & J Partners,Audit,Review of Quarterly Financial Statement,10/26/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2210270264AS621963,BEACON PHARMACEUTICALS LIMITED,Pharmaceuticals,Medicine & Healthcare,Pharmaceuticals,Y,Public Limited Company,264,Md  Waliuzzaman FCA,F-0139,Toha Khan Zaman & Co.,Audit,Statutory Audit,10/26/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2210270471AS779571,RANGPUR FOUNDRY LIMITED ,Others,Other Manufacturing,Others,Y,Public Limited Company,471,Md Enamul Haque Choudhury FCA,F-0121,S F Ahmed & Co.,Audit,Statutory Audit,10/27/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2210040137AS452643,KDS ACCESSORIES LIMITED,Others,Other Manufacturing,Others,Y,Public Limited Company,137,Showkat  Hossain FCA,F-0055,Hoda Vasi Chowdhury & Co.,Audit,Statutory Audit,10/4/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2211101885AS882420,NATIONAL TUBES LTD.,Others,Metal Industries,Others,Y,Public Limited Company,1885,Md. Tanjilur Rahman FCA,F-0077,Khan Wahab Shafique Rahman & Co.,Audit,Statutory Audit,11/10/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2211121032AS221186,BD THAI FOOD & BEVERAGE LIMITED,Others,Food & Allied,Others,Y,Public Limited Company,1032,Fouzia  Haque FCA,F-0044,FAMES & R,Audit,Statutory Audit,11/12/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2210250566AS807923,S. C. I LTD. EMPLOYEES PROVIDENT FUND,Ceramics,Glass & Ceramics,Ceramics,Y,Public Limited Company,566,Md Abul Kashem Mojumder FCA,F-0081,M Ahmed & Co.,Audit,Statutory Audit,10/19/2022,Auditors Report and Financial Statements ,Others
2211200625AS164958,ARAMIT LIMITED,Others,Other Manufacturing,Others,Y,Public Limited Company,625,Sampad Kumar Basak FCA,F-0127,Shafiq Basak & Co.,Audit,Statutory Audit,11/20/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2211220625AS327177,ARAMIT CEMENT LIMITED,Cements,Cements,Cements,Y,Public Limited Company,625,Sampad Kumar Basak FCA,F-0127,Shafiq Basak & Co.,Audit,Statutory Audit,11/22/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2210290151AS262997,SHASHA DENIMS LIMITED,Denims,Textiles,Denims,Y,Public Limited Company,151,Pinaki  Das FCA,F-0112,Pinaki & Company,Audit,Statutory Audit,10/27/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2211211591AS212679,AFC AGRO BIOTECH LIMITED,Others,Chemical,Others,Y,Public Limited Company,1591,Faruk  Ahmed FCA,F-0077,Khan Wahab Shafique Rahman & Co.,Audit,Statutory Audit,11/21/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2210260596AS546343,RAHIM TEXTILE MILLS LIMITED,Washing & Dyeing,Textiles,Washing & Dyeing,Y,Public Limited Company,596,Md Iqbal Hossain FCA,F-0142,Zoha Zaman Kabir Rashid & Co.,Audit,Statutory Audit,10/22/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2210260845AS547175,ACI FORMULATIONS LIMITED,Others,Other Manufacturing,Others,Y,Public Limited Company,845,Kazi Md. Mahboob Kasem FCA,F-0011,A Wahab & Co.,Audit,Statutory Audit,10/26/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2210241268AS939305,AZIZ PIPES LIMITED,Plastic,Other Manufacturing,Plastic,Y,Public Limited Company,1268,Md.  Anwaruzzaman FCA,F-0115,Rahman Mostafa Alam & Co.,Audit,Statutory Audit,10/24/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2210271046AS148445,SAIF POWERTEC LIMITED,Others,Other Manufacturing,Others,Y,Public Limited Company,1046,Md. Mohiuddin Ahmed FCA,F-0027,Ashraf Uddin & Co.,Audit,Statutory Audit,10/27/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2210271635AS527465,SQUARE TEXTILES LIMITED,Spinning,Textiles,Spinning,Y,Public Limited Company,1635,Md.Farhad Husain Suman FCA,F-0072,K M Hasan & Co.,Audit,Statutory Audit,10/17/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2210260240AS638280,R. N. SPINNING MILLS LIMITED,Spinning,Textiles,Spinning,Y,Public Limited Company,240,Md Nurul Hossain Khan FCA,F-0073,Kazi Zahir Khan & Co.,Audit,Statutory Audit,10/25/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2210270779AS265812,BSRM STEELS LIMITED,Others,Metal Industries,Others,Y,Public Limited Company,779,Sarwar  Uddin FCA,F-0061,Hussain Farhad & Co.,Audit,Statutory Audit,10/27/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2210300474AS842755,ALHAJ TEXTILE MILLS LIMITED,Spinning,Textiles,Spinning,Y,Public Limited Company,474,Md Abdur Rashid FCA,F-0044,FAMES & R,Audit,Statutory Audit,10/30/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2211060247AS209755,BARAKA PATENGA POWER LIMITED,Others,Other Manufacturing,Others,Y,Public Limited Company,247,Md  Waliullah FCA,F-0094,Malek Siddiqui Wali,Audit,Statutory Audit,10/27/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2210270178AS425325,PARAMOUNT TEXTILE LIMITED,Garments,Textiles,Garments,Y,Public Limited Company,178,Chitta Ranjan Mazumder FCA,F-0090,MABS & J Partners,Audit,Statutory Audit,10/27/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2211080196AS830086,MONNO FABRICS LIMITED,Weaving,Textiles,Weaving,Y,Public Limited Company,196,Md Showkat Hossain FCA,F-0011,A Wahab & Co.,Audit,Statutory Audit,11/7/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2211031046AS613530,SILCO PHARMACEUTICALS LIMITED,Pharmaceuticals,Medicine & Healthcare,Pharmaceuticals,Y,Public Limited Company,1046,Md. Mohiuddin Ahmed FCA,F-0027,Ashraf Uddin & Co.,Audit,Statutory Audit,11/3/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2211051497AS452136,NAHEE ALUMINUM COMPOSITE PANEL LTD.,Aluminium,Metal Industries,Aluminium,Y,Public Limited Company,1497,Mohammad Abu Kawsar FCA,F-0137,T Hussain & Co.,Audit,Statutory Audit,11/5/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2210271032AS577375,BANGLADESH BUILDING SYSTEMS LIMITED,Others,Other Manufacturing,Others,Y,Public Limited Company,1032,Fouzia  Haque FCA,F-0044,FAMES & R,Audit,Statutory Audit,10/27/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2210291032AS402152,THE ACME LABORATORIES LIMITED,Pharmaceuticals,Medicine & Healthcare,Pharmaceuticals,Y,Public Limited Company,1032,Fouzia  Haque FCA,F-0044,FAMES & R,Audit,Statutory Audit,10/29/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994"
2211080165AS230608,PRIME TEXTILE SPINNING MILLS LIMITED,Spinning,Textiles,Spinning,Y,Public Limited Company,165,Quazi Shafiqul Islam FCA,F-0067,Islam Quazi Shafique & Co.,Audit,Statutory Audit,10/31/2022,Auditors Report and Financial Statements ,"The Companies Act, 1994"
